Nombre de villes;BrutForce v2;BrutForce v3;BrutForce v3.1;BrutForce v4;BackTrack v1;BackTrack v2;TrackProches;TrackProches v1.1;TrackProches v2;Marge d'erreur CurrentTime
3;;2,9999999999999997E-5;;1,0E-5;2,0E-5;;2,0E-5;2,9999999999999997E-5;2,0E-5;47,62535171615327
4;1,0E-5;2,0E-5;;1,0E-5;;;;;2,0E-5;17,399886828999716
5;2,0E-5;1,0E-5;2,0E-5;;2,9999999999999997E-5;2,0E-5;2,9999999999999997E-5;1,0E-5;;16,301018718512218
6;5,0E-5;2,9999999999999997E-5;;2,0E-5;5,0E-5;1,0E-5;2,0E-5;2,0E-5;2,0E-5;10,651878434317867
7;1,4E-4;6,0E-5;2,9999999999999997E-5;2,9999999999999997E-5;1,0999999999999999E-4;1,0E-5;6,0E-5;8,999999999999999E-5;4,0E-5;20,02438965373752
8;0,001180000000000001;3,7000000000000016E-4;2,1000000000000004E-4;3,2000000000000013E-4;4,5000000000000026E-4;2,0000000000000004E-4;2,0000000000000004E-4;2,400000000000001E-4;1,3E-4;14,261949297942794
9;0,009099999999999999;0,0026699999999999996;0,0016500000000000013;0,0011900000000000007;0,0027499999999999994;8,600000000000005E-4;7,800000000000004E-4;8,500000000000005E-4;5,600000000000003E-4;13,367608464639826
10;0,08372000000000002;0,02329000000000001;0,015240000000000017;0,008400000000000003;0,01406;0,004179999999999997;0,004039999999999998;0,003849999999999998;0,002499999999999998;15,21463677495773
11;0,7714299999999998;0,24495000000000008;0,1466300000000001;0,07859999999999999;0,09292;0,02206;0,02163;0,02007;0,010899999999999996;12,298731910069833
12;8,264740000000005;3,0009299999999985;1,61895;0,6818099999999999;0,4622599999999999;0,10569000000000003;0,10273000000000002;0,09178999999999997;0,04829000000000002;9,741729843338339
13;;;;-25,753879999999988;2,2646400000000004;0,5022099999999999;0,48740000000000017;0,4174900000000001;0,18658000000000005;17,289569364338337
14;;;;;;2,5283100000000003;2,46913;2,04324;0,9169499999999998;15,276778464205053
15;;;;;;;;9,836610000000006;3,692019999999999;13,272526774698163
16;;;;;;;;;;10,228799492853264
17;;;;;;;;;;22,095466567200702
18;;;;;;;;;;15,794438448732668
19;;;;;;;;;;15,965405454915967
20;;;;;;;;;;11,342959133025094
